communities,site,coral_sp_1,coral_sp_2,coral_sp_3,coral_sp_4,coral_sp_5,coral_sp_6,coral_sp_7,coral_sp_8,coral_sp_9,coral_sp_10,coral_sp_11,coral_sp_12,algae_fg_1,algae_fg_2,algae_fg_3,algae_fg_4,algae_fg_5,algae_fg_6,substrate
208,experiment,Agaricia_grahamae,Agaricia_tenuifolia,Agaricia_undata,Madracis_senaria,Micromussa_multipunctata,Mycetophyllia_ferox,Porites_baueri,Scolymia_lacera,Agaricia_humilis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,experiment,Balanophyllia_europaea,Isophyllia_rigida,Manicina_areolata,Isophyllia_sinuosa,Agaricia_fragilis,Euphyllia_cristata,Porites_decasepta,Favia_fragum,Scolymia_wellsii,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,experiment,Agaricia_fragilis,Agaricia_humilis,Agaricia_lamarcki,Euphyllia_cristata,Galaxea_longisepta,Mycetophyllia_lamarckiana,Porites_decasepta,Scolymia_wellsii,Manicina_areolata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,experiment,Pachyseris_speciosa,Trachyphyllia_geoffroyi,Cynarina_macassarensis,Homophyllia_australis,Cycloseris_distorta,Cantharellus_doederleini,Scolymia_cubensis,Cycloseris_fragilis,Cycloseris_hexagonalis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,experiment,Cantharellus_doederleini,Cycloseris_curvata,Cycloseris_distorta,Cycloseris_hexagonalis,Cycloseris_vaughani,Cynarina_macassarensis,Homophyllia_australis,Lithophyllon_spinifer,Scolymia_cubensis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,experiment,Alveopora_marionensis,Cyphastrea_ocellina,Siderastrea_stellata,Porites_astreoides,Stephanocoenia_intersepta,Gyrosmilia_interrupta,Diploria_labyrinthiformis,Favites_abdita,Cladocora_caespitosa,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,experiment,Agaricia_agaricites,Ctenella_chagius,Cyphastrea_ocellina,Euphyllia_glabrescens,Gyrosmilia_interrupta,Montigyra_kenti,Siderastrea_stellata,Simplastrea_vesicularis,Stylocoeniella_armata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,experiment,Pseudodiploria_clivosa,Stephanocoenia_intersepta,Cladocora_caespitosa,Platygyra_carnosa,Pseudodiploria_strigosa,Echinophyllia_orpheensis,Cyphastrea_chalcidicum,Diploria_labyrinthiformis,Sandalolitha_robusta,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,experiment,Stephanocoenia_intersepta,Cyphastrea_serailia,Favites_abdita,Leptastrea_aequalis,Mussismilia_hispida,Goniastrea_minuta,Leptastrea_purpurea,Blastomussa_merleti,Euphyllia_paraglabrescens,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,experiment,Platygyra_carnosa,Cladocora_caespitosa,Acanthastrea_minuta,Astrea_curta,Acanthastrea_pachysepta,Favites_colemani,Blastomussa_omanensis,Oulastrea_crispata,Caulastraea_connata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,experiment,Astrangia_poculata,Dipsastraea_lacuna,Dipsastraea_matthaii,Dipsastraea_rotumana,Favites_acuticollis,Favites_pentagona,Favites_valenciennesi,Paragoniastrea_deformis,Physogyra_lichtensteini,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,experiment,Cycloseris_mokai,Meandrina_meandrites,Pectinia_lactuca,Leptoseris_striata,Pleuractis_granulosa,Cynarina_lacrymalis,Fungia_fungites,Cantharellus_jebbi,Ctenactis_echinata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,experiment,Coelastrea_palauensis,Mycetophyllia_aliciae,Plerogyra_discus,Lobophyllia_vitiensis,Cycloseris_somervillei,Mussa_angulosa,Cycloseris_cyclolites,Lobactis_scutaria,Polyphyllia_novaehiberniae,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,experiment,Ctenactis_crassa,Danafungia_scruposa,Lithophyllon_concinna,Lithophyllon_scabra,Lobophyllia_hassi,Pleuractis_paumotensis,Pleuractis_seychellensis,Pleuractis_taiwanensis,Polyphyllia_talpina,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,experiment,Cantharellus_noumeae,Echinomorpha_nishihirai,Herpolitha_limax,Lithophyllon_ranjithi,Podabacia_kunzmanni,Pleuractis_gravis,Lithophyllon_repanda,Polyphyllia_novaehiberniae,Polyphyllia_talpina,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,experiment,Plesiastrea_versipora,Favites_chinensis,Diploastrea_heliopora,Coelastrea_aspera,Boninastrea_boninensis,Dipsastraea_veroni,Lobophyllia_diminuta,Leptoseris_solida,Leptoseris_scabra,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,experiment,Dipsastraea_vietnamensis,Echinophyllia_pectinata,Eusmilia_fastigiata,Lobophyllia_agaricia,Lobophyllia_erythraea,Lobophyllia_flabelliformis,Micromussa_lordhowensis,Nemenzophyllia_turbida,Platygyra_lamellina,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,experiment,Acanthastrea_rotundoflora,Favites_magnistellata,Goniastrea_pectinata,Homophyllia_bowerbanki,Lobophyllia_dentata,Lobophyllia_hataii,Platygyra_sinensis,Diploastrea_heliopora,Coelastrea_aspera,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,experiment,Lobophyllia_robusta,Lobophyllia_valenciennesii,Pavona_varians,Coelastrea_aspera,Diploastrea_heliopora,Eusmilia_fastigiata,Pavona_venosa,Caulastraea_furcata,Lobophyllia_diminuta,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,experiment,Anacropora_spumosa,Porites_myrmidonensis,Platygyra_carnosa,Porites_excavata,Isopora_crateriformis,Pachyseris_involuta,Acropora_chesterfieldensis,Australogyra_zelli,Coscinaraea_crassa,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,experiment,Porites_ericacea,Montipora_australiensis,Galaxea_astreata,Acropora_kirstyae,Echinophyllia_orpheensis,Madracis_kirbyi,Acropora_loisetteae,Podabacia_kunzmanni,Acropora_horrida,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,experiment,Porites_horizontalata,Anacropora_spinosa,Acanthastrea_minuta,Acropora_bushyensis,Echinopora_fruticulosa,Lobophyllia_dentata,Acropora_kimbeensis,Zoopilus_echinatus,Acropora_cytherea,Turbinaria_radicalis,Turbinaria_reniformis,Turbinaria_stellulata,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,experiment,Pseudodiploria_strigosa,Goniopora_savignyi,Pocillopora_elegans,Acropora_microphthalma,Montipora_aspergillus,Leptoseris_explanata,Pavona_diffluens,Lithophyllon_ranjithi,Pectinia_teres,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,experiment,Montipora_angulata,Halomitra_clavator,Echinopora_horrida,Oculina_arbuscula,Acropora_divaricata,Oculina_valenciennesi,Homophyllia_bowerbanki,Acropora_multiacuta,Euphyllia_divisa,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,experiment,Psammocora_nierstraszi,Goniopora_eclipsensis,Platygyra_yaeyamaensis,Caulastraea_echinulata,Acropora_dendrum,Echinopora_grandicula,Acropora_verweyi,Podabacia_lankaensis,Mycedium_spina,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,experiment,Montipora_cactus,Platygyra_crosslandi,Montipora_aequituberculata,Dipsastraea_speciosa,Montipora_cebuensis,Echinopora_ashmorensis,Pectinia_alcicornis,Pectinia_crassa,Lobophyllia_agaricia,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,experiment,Porites_aranetai,Anacropora_spinosa,Astreopora_suggesta,Acropora_cerealis,Porites_excavata,Platygyra_yaeyamaensis,Montipora_samarensis,Echinopora_fruticulosa,Bernardpora_stutchburyi,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,experiment,Montipora_circumvallata,Alveopora_viridis,Porites_negrosensis,Acropora_nasuta,Acropora_valida,Porites_somaliensis,Echinophyllia_costata,Acropora_appressa,Echinophyllia_aspera,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,experiment,Porites_deformis,Montipora_incrassata,Montipora_spumosa,Enigmopora_darveliensis,Porites_attenuata,Acropora_minuta,Goniopora_tantillus,Acropora_polystoma,Acropora_paragemmifera,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,experiment,Goniopora_lobata,Schizoculina_fissipara,Montipora_patula,Platygyra_verweyi,Podabacia_sinai,Montipora_cebuensis,Astreopora_randalli,Oxypora_lacera,Pectinia_alcicornis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,experiment,Montipora_turtlensis,Montipora_spongiosa,Montipora_lobulata,Acropora_humilis,Acropora_halmaherae,Montipora_spongodes,Pectinia_pygmaea,Acropora_variolosa,Mycedium_robokaki,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,experiment,Montipora_verrucosa,Porites_attenuata,Platygyra_verweyi,Acropora_japonica,Acropora_filiformis,Acropora_hyacinthus,Platygyra_yaeyamaensis,Acropora_branchi,Acropora_cardenae,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,experiment,Montipora_vietnamensis,Cyphastrea_hexasepta,Acropora_selago,Acropora_mossambica,Acropora_solitaryensis,Montipora_cryptus,Turbinaria_bifrons,Oulophyllia_crispa,Acropora_gemmifera,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,experiment,Montipora_floweri,Montipora_delicatula,Acropora_arabensis,Schizoculina_fissipara,Astreopora_scabra,Astreopora_moretonensis,Leptoria_phrygia,Platygyra_daedalea,Leptoseris_mycetoseroides,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,experiment,Porites_arnaudi,Montipora_cocosensis,Hydnophora_grandis,Montipora_grisea,Mycedium_robokaki,Goniopora_pearsoni,Acropora_palmerae,Bernardpora_stutchburyi,Platygyra_crosslandi,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,experiment,Montipora_spongodes,Acropora_monticulosa,Cyphastrea_agassizi,Acropora_navini,Goniopora_cellulosa,Montipora_echinata,Leptoseris_gardineri,Pectinia_pygmaea,Astrea_annuligera,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,experiment,Porites_attenuata,Alveopora_excelsa,Goniopora_ciliatus,Acropora_cytherea,Podabacia_sinai,Acropora_longicyathus,Porites_mayeri,Turbinaria_patula,Echinopora_grandicula,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,experiment,Goniopora_lobata,Alveopora_verrilliana,Turbinaria_frondens,Goniopora_burgosi,Solenastrea_hyades,Goniopora_pendulus,Astreopora_macrostoma,Mycedium_robokaki,Merulina_ampliata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,experiment,Porites_evermanni,Sandalolitha_robusta,Astreopora_cucullata,Acropora_digitifera,Pavona_danai,Montipora_delicatula,Blastomussa_loyae,Goniopora_lobata,Dipsastraea_marshae,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,experiment,Montipora_cactus,Sandalolitha_dentata,Astreopora_suggesta,Goniopora_eclipsensis,Montipora_hodgsoni,Favites_valenciennesi,Echinophyllia_costata,Goniastrea_retiformis,Euphyllia_yaeyamaensis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,experiment,Montipora_caliculata,Montipora_cryptus,Psammocora_interstinctus,Dipsastraea_matthaii,Astrea_devantieri,Favites_spinosa,Goniopora_albiconus,Platygyra_daedalea,Mycedium_umbra,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
